emp_id,first_name,last_name,dob,addr1,addr2,city,latitude,longitude,state,zip,home_phone,mobile,pager,home_email,job_title,hire_date,work_phone,work_email,reports_to,dept_num
501,Willie,Burton,1987-10-15,621 Eagle Crest Parkway,,Anchorage,61.1089,-149.4403,AK,99522,1-(907)769-1588,1-(804)398-4965,,,Operator,2006-01-25,1-(816)310-6107,Willie.Burton@foo.com,4,1
502,Donna,Ramirez,1968-10-14,83251 Bluejay Street,,El Paso,31.6948,-106.3,TX,79923,1-(915)398-3103,1-(812)787-4383,,,Technical Writer,2014-11-20,1-(651)999-1888,Donna.Ramirez@foo.com,4,3
503,Albert,Hunter,1969-04-28,66907 Jay Plaza,,Corpus Christi,27.777,-97.4632,TX,78426,1-(361)786-1297,1-(719)935-1624,,,Geologist III,2012-08-23,1-(817)350-0208,Albert.Hunter@foo.com,4,2
504,Jack,Hudson,1990-06-30,8880 Killdeer Court,#2,Las Vegas,36.2235,-115.2655,NV,89125,1-(702)930-7262,1-(702)665-0148,,,Programmer IV,2006-11-24,1-(765)273-6342,Jack.Hudson@foo.com,2,5
505,Ruth,Mitchell,1965-07-30,2059 Holy Cross Drive,,Lubbock,33.61,-101.8213,TX,79491,1-(806)928-6602,1-(704)853-9189,,,Account Representative IV,2014-03-03,1-(901)695-1120,Ruth.Mitchell@foo.com,1,1
506,Martin,Evans,1986-02-18,20 Pond Way,,Charlotte,35.26,-80.8042,NC,28284,1-(704)156-0969,1-(702)135-3462,,,VP Sales,2010-10-09,1-(303)396-4834,Martin.Evans@foo.com,5,1
507,Kathryn,Evans,1992-08-29,762 Brickson Park Park,,El Paso,31.9386,-106.4073,TX,79934,1-(915)465-1886,1-(734)553-1397,,,Account Coordinator,2015-10-13,1-(312)444-0064,Kathryn.Evans@foo.com,2,3
508,Cheryl,Wright,1960-10-02,63 Lyons Center,Apt. A,Dallas,32.7942,-96.7652,TX,75358,1-(214)395-7098,1-(315)133-9824,,,Marketing Manager,2011-06-20,1-(360)617-9271,Cheryl.Wright@foo.com,4,2
509,Clarence,Johnston,1963-06-21,737 Golden Leaf Street,,Long Beach,33.8635,-118.1801,CA,90805,1-(323)632-1596,1-(214)940-4283,,,Business Systems Development Analyst,2015-03-14,1-(512)217-1552,Clarence.Johnston@foo.com,4,1
510,Russell,Romero,1982-07-10,9 John Wall Street,,Corpus Christi,27.7762,-97.4271,TX,78405,1-(361)642-2943,1-(646)142-8409,,,Budget/Accounting Analyst I,2010-09-24,1-(937)896-9333,Russell.Romero@foo.com,4,1
511,Phillip,Peterson,1984-06-24,28108 Esker Street,,Newton,42.3319,-71.254,MA,02162,1-(508)421-6664,1-(512)571-0915,,,Financial Analyst,2013-06-01,1-(727)360-2325,Phillip.Peterson@foo.com,2,5
512,Anthony,Austin,1973-01-20,3 Vermont Place,,Memphis,35.2017,-89.9715,TN,38168,1-(901)154-7558,1-(903)370-4944,,,Data Coordiator,2014-03-17,1-(503)356-6123,Anthony.Austin@foo.com,4,2
513,Patrick,Hayes,1967-07-16,8067 Dovetail Road,,Houston,29.834,-95.4342,TX,77206,1-(713)223-6358,1-(775)914-6016,,,Quality Control Specialist,2005-12-09,1-(407)154-0248,Patrick.Hayes@foo.com,5,2
514,Stephen,Anderson,1988-09-29,8 Kings Court,,Washington,38.8933,-77.0146,DC,20425,1-(202)525-3454,1-(410)354-0601,,sandersone9@go.com,Sales Representative,2008-05-07,1-(253)401-0866,Stephen.Anderson@foo.com,3,1
515,Henry,Patterson,1989-04-29,761 Carberry Pass,,Gulfport,30.4158,-89.0684,MS,39505,1-(228)462-9735,1-(904)522-6620,,,Programmer IV,2008-02-21,1-(773)129-1739,Henry.Patterson@foo.com,516,1
516,Lisa,Vasquez,1974-07-31,2839 Pepper Wood Junction,,Philadelphia,39.9845,-75.2282,PA,19131,1-(215)270-5535,1-(213)383-0479,,,Chief Design Engineer,2005-12-09,1-(714)841-4028,Lisa.Vasquez@foo.com,3,3
517,Virginia,Morgan,1951-03-07,0 Hallows Center,,Raleigh,35.7977,-78.6253,NC,27690,1-(919)974-2352,1-(360)113-0706,,,Staff Scientist,2013-03-23,1-(216)792-8338,Virginia.Morgan@foo.com,5,3
518,William,Fuller,1984-06-10,7 Fieldstone Drive,,Canton,40.854,-81.4278,OH,44760,1-(330)975-1097,1-(303)360-9665,,,Geologist III,2010-11-29,1-(314)786-0268,William.Fuller@foo.com,5,5
519,Jean,Ruiz,1965-08-13,351 Evergreen Trail,Floor 2,Washington,38.8933,-77.0146,DC,20268,1-(202)594-6497,1-(858)401-7345,,,Legal Assistant,2005-12-03,1-(859)417-5508,Jean.Ruiz@foo.com,3,5
520,Robin,Sanchez,1977-04-23,380 Nevada Plaza,,Irvine,33.6706,-117.7645,CA,92619,1-(949)202-3621,1-(509)486-3549,1-(810)675-3101,rsanchezef@java.com,Accountant I,2013-07-08,1-(518)952-9260,Robin.Sanchez@foo.com,3,1
521,Norma,West,1957-11-06,86 Monterey Center,,Olympia,47.1042,-122.87,WA,98506,1-(360)315-0723,1-(323)500-5486,,,Accounting Assistant I,2015-07-08,1-(405)834-5078,Norma.West@foo.com,2,3
522,Clarence,Nichols,1983-11-20,923 Novick Road,,Grand Rapids,43.0073,-85.7255,MI,49544,1-(616)186-9204,1-(940)731-1453,1-(484)336-6395,cnicholseh@comsenz.com,Marketing Assistant,2015-05-29,1-(989)459-0470,Clarence.Nichols@foo.com,4,5
523,Arthur,Burke,1968-02-28,6797 Ryan Terrace,,Davenport,41.5386,-90.6115,IA,52804,1-(563)667-5048,1-(972)195-5680,,,Librarian,2013-06-12,1-(318)979-2952,Arthur.Burke@foo.com,2,3
524,Gloria,Fowler,1965-10-29,4996 South Circle,,San Antonio,29.4375,-98.4616,TX,78265,1-(210)108-5169,1-(805)421-2189,,,Product Engineer,2011-02-20,1-(818)238-4885,Gloria.Fowler@foo.com,4,3
525,Joe,Mendoza,1982-01-08,480 Lakeland Place,#1,Boston,42.3389,-70.9196,MA,02104,1-(318)714-2433,1-(916)553-7379,,,Health Coach I,2006-07-01,1-(339)593-9105,Joe.Mendoza@foo.com,5,3
526,Bobby,Carr,1960-01-08,592 Glendale Parkway,Apt. B,Cincinnati,39.0706,-84.4179,OH,45228,1-(513)394-1735,1-(619)774-7706,,,Health Coach III,2013-06-15,1-(210)442-5928,Bobby.Carr@foo.com,3,2
527,Andrea,Hanson,1955-10-27,7 Tony Center,,Columbus,32.491,-84.8741,GA,31914,1-(706)754-8265,1-(865)911-5387,,,Administrative Assistant II,2009-05-07,1-(209)431-6576,Andrea.Hanson@foo.com,3,1
528,Brian,Gilbert,1951-08-09,0 Holy Cross Circle,,Newark,39.5645,-75.597,DE,19714,1-(302)298-0917,,,,Research Nurse,2008-01-22,1-(205)406-2217,Brian.Gilbert@foo.com,2,2
529,Joe,Rose,1952-10-25,061 Morrow Junction,,Seattle,47.4323,-121.8034,WA,98140,1-(425)777-6666,1-(337)581-6230,,,Project Manager,2007-10-19,1-(717)682-8500,Joe.Rose@foo.com,3,2
530,Victor,Watson,1989-01-18,3409 Jay Avenue,,Dallas,32.7673,-96.7776,TX,75323,1-(214)819-1787,1-(518)238-2910,,,Information Systems Manager,2015-07-01,1-(405)935-4615,Victor.Watson@foo.com,5,4
531,Ronald,Dean,1952-10-20,9542 Lakewood Hill,,Portland,45.5806,-122.3748,OR,97271,1-(971)404-2173,1-(405)135-0456,,,Staff Scientist,2010-11-09,1-(239)363-1449,Ronald.Dean@foo.com,1,2
532,Patrick,Alexander,1955-08-19,739 Cascade Junction,,Oklahoma City,35.5514,-97.4075,OK,73147,1-(405)826-7046,1-(972)906-3305,,,Research Associate,2007-01-18,1-(919)396-5577,Patrick.Alexander@foo.com,5,2
533,Wayne,Gilbert,1958-12-18,8184 Shopko Hill,#3,Detroit,42.2399,-83.1508,MI,48295,1-(313)544-8832,1-(316)704-3621,,,Programmer Analyst I,2007-04-14,1-(212)375-9493,Wayne.Gilbert@foo.com,1,3
534,Willie,Nelson,1983-10-12,944 New Castle Parkway,,Houston,29.834,-95.4342,TX,77212,1-(713)176-1291,1-(239)492-9131,,,Database Administrator II,2011-05-17,1-(505)442-2823,Willie.Nelson@foo.com,3,4
535,Shirley,Jenkins,1965-11-19,13 Mitchell Court,,Topeka,39.0429,-95.7697,KS,66629,1-(785)873-9612,1-(915)578-2991,,sjenkinseu@twitpic.com,Analyst Programmer,2010-10-04,1-(512)756-9640,Shirley.Jenkins@foo.com,5,4
536,Willie,Perkins,1989-10-10,7 Pennsylvania Junction,,Buffalo,42.7684,-78.8871,NY,14269,1-(716)259-4272,1-(505)351-1139,,,Internal Auditor,2012-08-10,1-(608)126-4303,Willie.Perkins@foo.com,2,3
537,Raymond,Sanders,1990-07-20,36 Vahlen Crossing,,New York City,40.7808,-73.9772,NY,10160,1-(212)588-2755,1-(304)501-6343,,,Accountant IV,2015-06-10,1-(281)859-5028,Raymond.Sanders@foo.com,5,1
538,Frank,Lawson,1982-04-25,91 Loomis Plaza,,Albuquerque,35.0443,-106.6729,NM,87195,1-(505)104-4962,1-(719)622-5719,,,Design Engineer,2008-08-03,1-(850)127-1009,Frank.Lawson@foo.com,5,5
539,Diana,Rose,1962-02-07,6695 Forest Way,,Eugene,44.0185,-123.0998,OR,97405,1-(541)332-4500,1-(251)798-8798,,,Chief Design Engineer,2014-08-25,1-(918)794-7408,Diana.Rose@foo.com,2,2
540,Tina,Fuller,1963-07-12,7771 Jay Plaza,,Santa Fe,35.5212,-105.9818,NM,87592,1-(505)922-9182,1-(901)740-8138,,,Software Test Engineer IV,2014-11-06,1-(765)954-1693,Tina.Fuller@foo.com,5,2
541,Chris,Garrett,1987-07-22,829 Moose Junction,,Houston,29.834,-95.4342,TX,77223,1-(713)708-3075,1-(713)215-8260,,,Mechanical Systems Engineer,2010-06-13,1-(915)970-4518,Chris.Garrett@foo.com,5,2
542,Eric,Hawkins,1987-05-20,9224 Oneill Junction,,Fresno,36.7464,-119.6397,CA,93773,1-(559)819-1239,1-(614)650-8634,,,Operator,2006-07-15,1-(216)726-2797,Eric.Hawkins@foo.com,2,3
543,Anthony,Bishop,1992-07-25,75 Village Drive,,Richmond,37.5498,-77.4588,VA,23220,1-(804)479-9607,1-(208)397-0388,,,Environmental Tech,2010-10-02,1-(469)693-5400,Anthony.Bishop@foo.com,4,2
544,Rose,Murray,1979-12-21,86667 Ryan Crossing,,Detroit,42.2399,-83.1508,MI,48258,1-(248)477-3755,1-(203)113-9040,,,Design Engineer,2007-06-07,1-(410)145-8787,Rose.Murray@foo.com,5,5
545,Martin,Fisher,1985-05-24,49214 Hanover Plaza,,Chicago,41.7454,-87.7135,IL,60652,1-(312)629-5321,1-(415)704-4282,,mfisherf4@tumblr.com,Staff Accountant II,2011-01-06,1-(916)683-0295,Martin.Fisher@foo.com,5,1
546,Daniel,Young,1973-04-15,3 Blue Bill Park Center,Apt. C,Terre Haute,39.5327,-87.3255,IN,47805,1-(812)748-4849,1-(702)634-8905,,,Budget/Accounting Analyst II,2014-07-19,1-(253)443-4152,Daniel.Young@foo.com,1,4
547,Paul,Murphy,1975-02-26,1 New Castle Pass,,Chicago,41.8119,-87.6873,IL,60681,1-(312)710-0810,1-(772)725-4989,,,Web Designer IV,2009-11-24,1-(571)551-5755,Paul.Murphy@foo.com,3,5
548,Ruth,Medina,1962-11-04,209 Riverside Street,Apt. A,Toledo,41.6525,-83.5085,OH,43605,1-(419)185-2547,1-(646)105-0374,,,Executive Secretary,2010-02-06,1-(225)495-2861,Ruth.Medina@foo.com,5,1
549,Judy,Myers,1962-09-07,0 Steensland Alley,#1,Aurora,39.7467,-104.8384,CO,80045,1-(303)204-9997,1-(312)810-3746,,,Social Worker,2009-07-12,1-(714)331-7621,Judy.Myers@foo.com,1,3
550,Chris,Wallace,1967-07-15,850 Lindbergh Road,Apt. B,Denver,39.6472,-105.0795,CO,80235,1-(720)991-0400,1-(615)172-6484,,,Sales Representative,2013-03-21,1-(239)388-8858,Chris.Wallace@foo.com,4,1
551,Henry,Gonzalez,1961-11-23,56 Corry Alley,,Montpelier,44.2595,-72.585,VT,05609,1-(802)310-9055,1-(217)412-5158,,,Programmer Analyst IV,2013-01-19,1-(408)359-2741,Henry.Gonzalez@foo.com,1,3
552,Cynthia,Richardson,1963-04-10,32707 Maywood Way,Apt. C,Wichita Falls,33.9995,-98.3938,TX,76305,1-(940)710-3699,1-(903)851-2846,,,Recruiting Manager,2014-01-09,1-(916)193-7189,Cynthia.Richardson@foo.com,2,2
553,Phillip,Nelson,1978-03-16,26541 Buell Way,,Garland,32.9522,-96.6654,TX,75044,1-(214)835-1260,,,,GIS Technical Architect,2010-09-23,1-(713)532-9401,Phillip.Nelson@foo.com,5,4
554,Donald,Ward,1972-01-24,66 Merry Point,,Humble,30.0042,-95.1728,TX,77346,1-(281)985-6246,1-(360)563-8441,,,Accountant III,2011-12-07,1-(801)250-6355,Donald.Ward@foo.com,3,1
555,Sean,Welch,1973-10-05,587 Doe Crossing Street,,Boise,43.5345,-115.9711,ID,83716,1-(208)825-1039,1-(386)656-9336,,,Tax Accountant,2009-05-30,1-(202)495-0913,Sean.Welch@foo.com,2,5
556,Melissa,Jacobs,1969-04-04,65312 Johnson Way,Apt. A,Chattanooga,35.2211,-85.2091,TN,37450,1-(423)730-6478,1-(502)297-9506,,,Research Associate,2012-09-25,1-(803)291-8688,Melissa.Jacobs@foo.com,5,5
557,Frank,Owens,1973-12-18,68336 Lerdahl Lane,,Cheyenne,41.1084,-104.8107,WY,82007,1-(307)239-6738,1-(239)952-2400,,,Senior Cost Accountant,2015-08-11,1-(208)678-0287,Frank.Owens@foo.com,5,4
558,Antonio,Davis,1982-12-04,7 Washington Trail,,Phoenix,33.3022,-112.1226,AZ,85045,1-(480)652-7294,1-(713)185-5204,,,Professor,2012-04-13,1-(203)303-1678,Antonio.Davis@foo.com,2,3
559,Sandra,Ross,1992-07-29,9 Prairieview Park,,Johnson City,36.3158,-82.3838,TN,37605,1-(423)352-7440,,,,Assistant Media Planner,2015-02-01,1-(651)424-1949,Sandra.Ross@foo.com,2,4
560,Gerald,Warren,1963-10-08,479 Service Way,,Peoria,40.692,-89.5887,IL,61629,1-(309)791-2875,1-(601)784-6849,,,Assistant Manager,2006-10-12,1-(253)981-9173,Gerald.Warren@foo.com,2,2
561,Jack,Wilson,1971-05-04,56 Warner Lane,,Tucson,32.3366,-111.1771,AZ,85743,1-(520)737-4014,1-(214)501-6127,,,Safety Technician III,2011-02-03,1-(561)939-4854,Jack.Wilson@foo.com,1,3
562,Joshua,Knight,1992-03-18,27382 Everett Lane,,Saint Cloud,45.5289,-94.5933,MN,56372,1-(320)277-5225,,,,Nuclear Power Engineer,2008-10-25,1-(412)959-9552,Joshua.Knight@foo.com,2,3
563,Paul,Ross,1969-06-26,9 Kings Road,,Houston,29.7041,-95.401,TX,77030,1-(713)542-4745,1-(610)306-6857,,,Tax Accountant,2014-09-13,1-(318)125-3896,Paul.Ross@foo.com,3,5
564,Emily,Hawkins,1963-05-29,180 Brickson Park Pass,Floor 2,Manchester,42.9521,-71.6539,NH,03105,1-(603)465-8411,,,,Account Coordinator,2014-03-23,1-(804)506-0943,Emily.Hawkins@foo.com,3,1
565,Cheryl,Castillo,1970-03-14,154 Elmside Road,,Cambridge,42.362,-71.083,MA,02142,1-(508)786-5291,,,,Human Resources Assistant I,2011-12-21,1-(214)463-5855,Cheryl.Castillo@foo.com,3,5
566,Wayne,Ruiz,1977-04-23,038 Dahle Way,,Kansas City,38.8606,-94.4636,MO,64149,1-(816)615-5048,1-(512)824-8165,,,Software Engineer I,2014-09-25,1-(970)616-7385,Wayne.Ruiz@foo.com,2,3
567,Stephen,Fuller,1991-08-23,73 Duke Circle,,Fort Wayne,41.0938,-85.0707,IN,46852,1-(260)839-8621,1-(718)508-0228,,,Structural Analysis Engineer,2014-01-02,1-(954)979-6008,Stephen.Fuller@foo.com,5,4
568,Walter,Fox,1966-07-05,920 Nova Center,,Oxnard,34.0324,-119.1343,CA,93034,1-(805)881-2868,1-(478)122-5203,,,Civil Engineer,2005-12-19,1-(757)493-2692,Walter.Fox@foo.com,3,4
569,Timothy,Green,1965-01-28,7077 Sachs Park,,Los Angeles,33.7866,-118.2987,CA,90087,1-(213)207-9916,1-(714)457-9837,,,Mechanical Systems Engineer,2015-04-11,1-(917)986-3033,Timothy.Green@foo.com,5,1
570,Sarah,Lynch,1968-04-13,0 Jenifer Center,,Charlotte,35.26,-80.8042,NC,28256,1-(704)850-3607,1-(971)670-4697,,,Speech Pathologist,2013-12-06,1-(816)426-2933,Sarah.Lynch@foo.com,1,1
571,Marilyn,Tucker,1978-03-09,228 Sherman Road,,Fort Pierce,27.3896,-80.2615,FL,34949,1-(772)918-3845,1-(202)286-2971,,,Sales Representative,2015-05-04,1-(651)963-8562,Marilyn.Tucker@foo.com,1,1
572,Ryan,Vasquez,1987-09-11,5 Sage Hill,,Young America,44.8055,-93.7665,MN,55557,1-(952)709-1740,1-(716)801-9830,,,Chief Design Engineer,2014-03-08,1-(585)388-8620,Ryan.Vasquez@foo.com,3,2
573,Frances,Morgan,1979-07-23,2 Victoria Hill,Apt. B,Seattle,47.7161,-122.3004,WA,98175,1-(206)177-3231,1-(330)394-3742,,,Teacher,2010-03-10,1-(316)667-9551,Frances.Morgan@foo.com,2,3
574,Emily,Wheeler,1989-01-17,0409 Namekagon Street,,Fort Myers,26.5529,-81.9486,FL,33906,1-(239)355-5828,1-(213)856-1141,,,Engineer II,2014-10-12,1-(954)815-4619,Emily.Wheeler@foo.com,1,3
575,Lori,Holmes,1958-02-10,6575 Memorial Place,,Saint Paul,44.968,-93.1981,MN,55114,1-(612)912-6829,1-(405)630-6651,,,Research Associate,2015-10-31,1-(801)210-3816,Lori.Holmes@foo.com,1,1
576,Donald,Scott,1962-03-14,87657 Eastlawn Drive,,Phoenix,33.4724,-112.1832,AZ,85035,1-(623)185-8251,1-(301)278-8122,,,Pharmacist,2008-05-11,1-(251)417-7267,Donald.Scott@foo.com,5,3
577,Frances,Clark,1951-03-12,7 Chinook Parkway,,Akron,41.076,-81.4644,OH,44305,1-(330)854-8610,1-(831)710-9164,,,Graphic Designer,2014-09-05,1-(314)568-0917,Frances.Clark@foo.com,1,4
578,Joshua,Henry,1985-07-03,864 Annamark Trail,,Mobile,30.6589,-88.178,AL,36622,1-(251)588-4317,1-(804)460-6621,,,General Manager,2007-11-18,1-(503)724-1085,Joshua.Henry@foo.com,3,4
579,Ryan,Marshall,1976-01-18,0 Nelson Avenue,,Saginaw,43.4732,-83.9514,MI,48604,1-(989)147-0614,,,,Engineer II,2014-09-20,1-(215)561-6715,Ryan.Marshall@foo.com,3,1
580,Gloria,Walker,1957-07-17,5 Wayridge Drive,#3,Richmond,37.4011,-77.4615,VA,23237,1-(804)297-4248,1-(816)886-5528,,,Software Engineer II,2009-04-10,1-(801)277-0897,Gloria.Walker@foo.com,2,3
581,Gregory,Green,1963-11-19,498 Pleasure Lane,#1,Minneapolis,44.9378,-93.2545,MN,55407,1-(612)871-4552,1-(915)436-3491,,,Web Developer I,2014-08-10,1-(559)676-1958,Gregory.Green@foo.com,1,5
582,Clarence,Martinez,1985-12-03,9 Chinook Road,,El Paso,31.6948,-106.3,TX,79999,1-(915)416-3873,1-(925)439-7331,,,Social Worker,2009-01-31,1-(713)827-2279,Clarence.Martinez@foo.com,4,3
583,Virginia,Hall,1958-11-07,96 Melody Parkway,,Toledo,41.6868,-83.4394,OH,43635,1-(419)491-4287,1-(508)120-4480,,,Clinical Specialist,2007-10-06,1-(202)231-9956,Virginia.Hall@foo.com,1,5
584,Lori,Mitchell,1956-03-02,273 Doe Crossing Park,,Anchorage,61.1872,-149.8804,AK,99599,1-(907)909-8539,,,,Marketing Assistant,2014-07-18,1-(972)814-0956,Lori.Mitchell@foo.com,5,3
585,Kevin,Gibson,1960-04-05,6023 Hanson Pass,,San Jose,37.3894,-121.8868,CA,95194,1-(408)205-5729,1-(804)909-7966,,,Cost Accountant,2008-07-05,1-(850)115-0929,Kevin.Gibson@foo.com,2,5
586,Ryan,Ramirez,1961-01-25,0067 Miller Road,,Minneapolis,44.9054,-93.2361,MN,55417,1-(651)657-1248,1-(217)904-2945,,,Safety Technician IV,2009-10-22,1-(971)168-2908,Ryan.Ramirez@foo.com,1,2
587,Willie,Day,1986-09-04,0191 Spohn Way,,Pinellas Park,27.8402,-82.7125,FL,34665,1-(850)606-2126,1-(713)539-7321,,,Civil Engineer,2014-12-18,1-(952)452-8257,Willie.Day@foo.com,2,2
588,Bonnie,Perez,1990-07-10,75 John Wall Plaza,,Worcester,42.2492,-71.8108,MA,01610,1-(774)177-9407,1-(847)123-6743,,,Sales Associate,2011-03-08,1-(415)292-9441,Bonnie.Perez@foo.com,4,1
589,Joseph,Stevens,1990-03-17,3 Kedzie Circle,,El Paso,31.7674,-106.4304,TX,79905,1-(915)837-7246,1-(515)160-0176,,,Associate Professor,2013-11-29,1-(786)174-1406,Joseph.Stevens@foo.com,5,5
590,Diane,Myers,1979-04-07,1655 Karstens Place,,Dulles,39.009,-77.4422,VA,20189,1-(571)584-2579,1-(214)619-3724,,,Software Consultant,2006-01-17,1-(616)713-1117,Diane.Myers@foo.com,4,4
591,Nicole,Patterson,1952-06-08,43990 3rd Place,,New Haven,41.3657,-72.9275,CT,06520,1-(203)897-9505,1-(704)759-4544,,,Quality Control Specialist,2012-12-02,1-(919)757-6468,Nicole.Patterson@foo.com,5,5
592,Melissa,Harvey,1965-05-05,84 Carey Avenue,,Las Vegas,36.173,-115.0669,NV,89110,1-(702)979-3967,1-(602)552-8447,,,Recruiter,2010-06-16,1-(313)906-1585,Melissa.Harvey@foo.com,2,1
593,Laura,Palmer,1985-07-07,91 Hoepker Crossing,,Chattanooga,35.0018,-85.3138,TN,37410,1-(423)522-2079,1-(619)812-7534,,,Dental Hygienist,2012-05-17,1-(561)922-0711,Laura.Palmer@foo.com,2,2
594,Sean,Frazier,1969-06-11,1 Ilene Circle,,Mc Keesport,40.4344,-80.0248,PA,15134,1-(412)213-6081,,,,Software Consultant,2013-04-06,1-(786)694-4815,Sean.Frazier@foo.com,4,4
595,Frances,Marshall,1979-04-26,632 Leroy Hill,,Crawfordsville,40.04,-86.8936,IN,47937,1-(765)414-9371,1-(917)778-3031,,,Food Chemist,2010-06-23,1-(269)623-0220,Frances.Marshall@foo.com,3,5
596,Jacqueline,Smith,1990-07-14,514 Parkside Street,Floor 2,Salt Lake City,40.695,-112.0001,UT,84120,1-(801)993-6485,1-(706)132-7089,,,Community Outreach Specialist,2012-04-14,1-(904)788-8238,Jacqueline.Smith@foo.com,3,1
597,James,Wells,1964-11-07,653 Stuart Point,#3,Bethesda,39.0024,-77.1034,MD,20892,1-(301)301-5917,1-(757)513-7789,,,Compensation Analyst,2014-02-13,1-(626)188-5484,James.Wells@foo.com,3,2
598,Dennis,Alvarez,1986-11-21,328 Spaight Pass,,Sioux Falls,43.6746,-96.7913,SD,57193,1-(605)551-0001,1-(805)111-0108,,,Assistant Professor,2010-01-13,1-(404)719-2603,Dennis.Alvarez@foo.com,1,3
599,Emily,Black,1985-07-29,4 Pennsylvania Point,Suite 210,Lawrenceville,33.9367,-83.9573,GA,30045,1-(678)171-6186,1-(865)247-6619,,,Software Engineer IV,2014-09-02,1-(203)667-2149,Emily.Black@foo.com,3,1
600,Juan,Reynolds,1989-12-17,38 Monument Terrace,,Reston,38.8318,-77.2888,VA,22096,1-(571)289-5822,1-(702)731-8663,,,Media Manager III,2013-08-30,1-(904)404-0696,Juan.Reynolds@foo.com,3,4
601,Katherine,Sims,1974-08-14,80 Paget Road,Floor 2,Bakersfield,35.3855,-118.986,CA,93305,1-(661)195-1761,1-(513)910-7367,,,Information Systems Manager,2006-08-20,1-(806)317-2156,Katherine.Sims@foo.com,3,3
602,Adam,White,1964-01-24,1031 Annamark Circle,Apt. B,Fort Myers,26.5529,-81.9486,FL,33906,1-(239)564-5581,1-(540)583-2837,,,Nurse,2015-03-06,1-(202)531-4019,Adam.White@foo.com,5,5
603,Sara,Howell,1983-05-12,476 Lukken Point,,Billings,45.9497,-108.599,MT,59105,1-(406)923-6464,1-(605)816-1989,,,Geological Engineer,2011-09-18,1-(281)521-1128,Sara.Howell@foo.com,3,2
604,Helen,Hart,1964-11-12,68451 Bultman Drive,#1,Kingsport,36.5799,-82.5733,TN,37665,1-(423)334-9835,1-(904)703-2787,,,Assistant Media Planner,2011-06-30,1-(202)655-9134,Helen.Hart@foo.com,2,5
605,Tammy,Martinez,1970-05-29,990 Nelson Center,#1,Oakland,37.7641,-122.1633,CA,94605,1-(510)488-2220,1-(401)381-8801,,,Assistant Professor,2014-10-14,1-(561)964-2506,Tammy.Martinez@foo.com,3,2
606,Frances,Payne,1989-05-11,7444 Russell Terrace,,Mobile,30.6589,-88.178,AL,36622,1-(251)662-6776,1-(585)324-9124,,,Recruiting Manager,2013-01-19,1-(770)899-7307,Frances.Payne@foo.com,4,4
607,Lori,Cook,1969-09-27,1973 Pepper Wood Court,,Jacksonville,30.329,-81.8176,FL,32220,1-(904)516-2158,1-(651)815-0340,,,Payment Adjustment Coordinator,2012-09-21,1-(626)740-1307,Lori.Cook@foo.com,3,3
608,Lori,Larson,1991-06-26,48563 Lillian Plaza,,Suffolk,36.8926,-76.5142,VA,23436,1-(757)834-9221,1-(971)829-9901,,,Software Consultant,2006-10-30,1-(864)236-7325,Lori.Larson@foo.com,2,3
609,Carl,Owens,1961-09-14,34219 Fair Oaks Hill,,New Haven,41.3087,-72.9271,CT,06510,1-(203)117-1851,1-(561)992-2849,,,Product Engineer,2006-08-12,1-(732)520-5919,Carl.Owens@foo.com,4,5
610,Frank,Spencer,1957-01-20,7 Lindbergh Circle,#1,Raleigh,35.7977,-78.6253,NC,27621,1-(919)178-1297,1-(305)803-9063,,,Recruiter,2014-08-12,1-(650)475-2238,Frank.Spencer@foo.com,5,5
611,Sean,Mills,1988-12-16,03 Fieldstone Terrace,,Tallahassee,30.4793,-84.3462,FL,32314,1-(850)632-4828,1-(786)836-9788,,,Legal Assistant,2007-11-22,1-(916)998-5740,Sean.Mills@foo.com,4,1
612,Martin,Richardson,1957-10-20,834 6th Crossing,,Boulder,40.0878,-105.3735,CO,80310,1-(303)265-8759,1-(860)242-2558,,,Compensation Analyst,2009-01-15,1-(719)722-9889,Martin.Richardson@foo.com,5,1
613,Ruby,Cunningham,1979-05-29,429 Park Meadow Point,,El Paso,31.6948,-106.3,TX,88535,1-(915)584-4371,1-(412)721-7016,,,Environmental Specialist,2005-12-29,1-(205)887-2084,Ruby.Cunningham@foo.com,4,2
614,Doris,Roberts,1987-07-26,8127 Monterey Place,,Ocala,29.1565,-82.2095,FL,34474,1-(352)211-8203,,,,Librarian,2013-04-30,1-(505)950-4025,Doris.Roberts@foo.com,1,4
615,Bobby,Garcia,1980-09-15,92300 Harbort Way,,Minneapolis,45.0632,-93.3811,MN,55428,1-(763)650-3246,1-(215)611-8946,,,Actuary,2007-04-18,1-(615)353-2460,Bobby.Garcia@foo.com,2,4
616,Shawn,Snyder,1974-03-26,844 Graceland Junction,,Birmingham,33.5446,-86.9292,AL,35231,1-(205)754-5697,1-(205)507-7147,,,Human Resources Manager,2013-03-08,1-(502)265-7849,Shawn.Snyder@foo.com,3,2
617,Cynthia,Cole,1959-06-24,249 Kings Way,,Fort Pierce,27.4049,-80.3623,FL,34981,1-(772)997-9592,1-(626)444-2046,,,Structural Analysis Engineer,2009-08-06,1-(251)341-6635,Cynthia.Cole@foo.com,5,5
